City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
328,Vaitape,PF,-16.5167,-151.75,78.17,76,100,4.5,light rain
329,Coronado,US,32.6859,-117.1831,74.98,31,100,3.0,overcast clouds
330,Belaya Gora,RU,68.5333,146.4167,-28.89,100,89,1.16,overcast clouds
331,Konstantinovka,RU,49.6167,127.9833,18.0,93,100,9.17,overcast clouds
332,Wewak,PG,-3.5534,143.6268,77.11,89,98,6.76,overcast clouds
333,Boca Do Acre,BR,-8.7522,-67.3978,87.67,53,100,5.12,overcast clouds
334,Banda Aceh,ID,5.5577,95.3222,76.1,89,100,4.92,light rain
335,Xapuri,BR,-10.6517,-68.5044,91.72,43,76,5.21,broken clouds
336,Moerai,PF,-22.4333,-151.3333,69.51,71,100,15.3,overcast clouds
337,Kahului,US,20.8947,-156.47,79.84,67,45,11.01,scattered clouds
338,Chipinge,ZW,-20.1883,32.6236,64.02,94,10,6.98,light rain
339,Victoria,HK,22.2855,114.1577,76.32,88,0,4.0,clear sky
340,Maldonado,UY,-34.6667,-54.9167,81.79,52,23,11.48,few clouds
341,Buraydah,SA,26.326,43.975,72.05,65,100,17.22,overcast clouds
342,Moanda,GA,-1.5575,13.2178,70.12,97,85,1.1,light rain
343,Guarda,PT,40.5373,-7.2658,44.24,75,4,3.98,clear sky
344,Manokwari,ID,-0.8667,134.0833,77.83,86,100,6.06,overcast clouds
345,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,87.55,45,85,0.85,overcast clouds
346,Gombong,ID,-7.6072,109.5142,76.17,92,100,3.18,moderate rain
347,Alto Araguaia,BR,-17.3147,-53.2153,88.81,37,96,4.52,overcast clouds
348,Pine Bluff,US,34.2284,-92.0032,58.08,82,90,1.01,overcast clouds
349,Saint Anthony,US,45.0205,-93.218,32.99,79,100,5.01,overcast clouds
350,Trairi,BR,-3.2778,-39.2689,80.98,69,100,12.48,overcast clouds
351,Ixtapa,MX,20.7,-105.2,83.23,68,41,4.0,scattered clouds
352,Maceio,BR,-9.6658,-35.7353,80.04,83,40,10.36,scattered clouds
353,Dabat,ET,12.9842,37.765,54.14,72,28,1.99,scattered clouds
354,Esso,RU,55.9333,158.7,6.44,97,100,6.31,overcast clouds
355,Sidi Ali,DZ,36.0998,0.4206,69.82,34,36,13.94,scattered clouds
356,Saint-Pierre,RE,-21.3393,55.4781,72.91,73,75,2.3,broken clouds
357,Khakhea,BW,-24.6895,23.494,68.34,77,100,11.59,overcast clouds
358,Mecca,SA,21.4267,39.8261,79.43,71,60,5.23,broken clouds
359,Chabahar,IR,25.2919,60.643,79.39,72,0,6.15,clear sky
360,Asfi,MA,32.2994,-9.2372,66.4,84,0,3.11,clear sky
361,Kodiak,US,57.79,-152.4072,42.31,93,100,6.91,moderate rain
362,Izhma,RU,65.0083,53.9113,21.76,96,100,1.99,overcast clouds
363,Kapoeta,SS,4.7717,33.5903,80.65,46,100,2.1,overcast clouds
364,Shostka,UA,51.863,33.4698,46.15,82,100,8.28,overcast clouds
365,Flinders,AU,-34.5833,150.8552,65.17,89,4,4.0,clear sky
366,Batagay-Alyta,RU,67.8006,130.4114,-11.79,95,100,0.67,overcast clouds
367,Santa Rosa,PH,14.3122,121.1114,80.58,89,55,7.7,broken clouds
368,Muli,MV,2.9167,73.5667,81.28,73,100,16.42,overcast clouds
369,Chumikan,RU,54.7183,135.315,13.82,89,37,16.24,scattered clouds
370,Chernyshevskiy,RU,63.0128,112.4714,9.37,94,100,10.27,light snow
371,Ornskoldsvik,SE,63.2909,18.7153,43.75,93,0,5.75,clear sky
372,Sapouy,BF,11.5544,-1.7736,79.68,32,52,3.49,broken clouds
373,Bonfim,BR,3.0833,-59.95,84.36,65,100,3.13,overcast clouds
374,Oriximina,BR,-1.7656,-55.8661,91.04,39,68,4.56,broken clouds
375,Salalah,OM,17.0151,54.0924,78.21,71,5,8.7,clear sky
376,Arkhangelsk,RU,64.5401,40.5433,41.11,100,100,11.18,light intensity shower rain
377,Port Keats,AU,-14.25,129.55,82.36,75,13,6.73,few clouds
378,Hirara,JP,24.8,125.2833,78.21,90,8,13.69,clear sky
379,Yining,CN,29.0361,114.5636,69.85,69,100,0.87,overcast clouds
380,Upata,VE,8.0086,-62.3989,79.84,80,69,4.21,broken clouds
381,Iquitos,PE,-3.7481,-73.2472,89.64,70,40,3.44,scattered clouds
382,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,88,20,7.36,few clouds
383,Katangli,RU,51.7102,143.2326,23.25,78,100,3.31,overcast clouds
384,Porto Velho,BR,-8.7619,-63.9039,92.48,44,99,2.06,overcast clouds
385,Mantua,IT,45.1667,10.7833,51.1,88,81,1.01,broken clouds
386,Batsfjord,NO,70.6345,29.7185,35.53,93,100,2.3,overcast clouds
387,Abha,SA,18.2164,42.5053,60.62,88,0,0.0,clear sky
388,Kuandian,CN,40.7286,124.7847,50.54,88,100,3.94,moderate rain
389,Tecoanapa,MX,16.5167,-98.75,82.89,72,23,8.97,few clouds
390,Shu,KZ,43.5983,73.7614,37.9,64,100,2.48,overcast clouds
391,Montrose,US,38.4166,-108.2673,28.45,47,1,3.96,clear sky
392,Kyabe,TD,9.4515,18.9449,80.71,29,1,2.8,clear sky
393,Albina,SR,5.5,-54.05,79.86,89,98,3.53,overcast clouds
394,Toamasina,MG,-18.1667,49.3833,69.8,83,20,2.3,few clouds
395,Cayenne,GF,4.9333,-52.3333,87.84,66,0,9.22,clear sky
396,Meulaboh,ID,4.1363,96.1285,75.67,90,100,3.71,light rain
397,Hasaki,JP,35.7333,140.8333,58.21,70,89,10.89,overcast clouds
398,Paralimni,CY,35.0375,33.9833,63.12,61,0,13.94,clear sky
399,Ilulissat,GL,69.2167,-51.1,6.46,92,100,3.6,overcast clouds
400,Taurage,LT,55.2522,22.2897,52.97,91,100,14.07,overcast clouds
401,Harper,LR,4.375,-7.7169,77.49,86,97,6.31,overcast clouds
402,Limbang,MY,4.75,115.0,77.11,97,100,2.42,overcast clouds
403,Champerico,GT,14.3,-91.9167,90.14,68,3,5.79,clear sky
404,Aldan,RU,58.6031,125.3894,-2.88,95,60,5.88,broken clouds
405,Tiksi,RU,71.6872,128.8694,-11.34,99,96,6.17,overcast clouds
406,Seoul,KR,37.5683,126.9778,54.84,87,20,2.3,mist
407,Franklin,US,39.9667,-83.0166,61.27,97,100,5.75,moderate rain
408,Grimshaw,CA,56.1834,-117.6027,19.02,79,100,8.05,overcast clouds
409,Tutoia,BR,-2.7619,-42.2744,81.09,76,97,13.76,overcast clouds
410,La Romana,DO,18.4273,-68.9728,89.96,62,40,9.22,scattered clouds
411,Husavik,IS,66.0449,-17.3389,37.71,99,100,6.22,overcast clouds
412,Lata,PT,40.1629,-8.3327,59.07,76,0,5.41,clear sky
413,Borovoy,RU,55.4333,86.0833,29.48,93,100,11.18,light snow
414,Half Moon Bay,US,37.4636,-122.4286,61.83,64,0,5.75,clear sky
415,Ust-Tsilma,RU,65.441,52.1498,22.08,95,100,4.92,overcast clouds
416,Noumea,NC,-22.2763,166.4572,78.01,99,100,9.55,overcast clouds
417,Buckeye,US,33.3703,-112.5838,70.47,24,0,9.22,clear sky
418,Megali Khora,GR,38.6333,21.3667,51.66,71,3,4.07,clear sky
419,Ambovombe,MG,-25.1667,46.0833,72.99,90,55,10.2,broken clouds
420,Sambava,MG,-14.2667,50.1667,71.8,82,36,8.86,scattered clouds
421,Sergeyevka,KZ,53.88,67.4158,34.65,99,100,14.65,overcast clouds
422,Torata,PE,-17.0769,-70.8433,67.15,30,64,11.68,broken clouds
423,Camacupa,AO,-12.0167,17.4833,65.19,86,100,3.83,moderate rain
424,Machali,CL,-34.1833,-70.6667,65.48,55,75,8.05,broken clouds
425,Galesong,ID,-5.3166,119.3661,73.42,83,100,5.41,overcast clouds
426,Tahta,EG,26.7693,31.5021,67.69,40,0,7.25,clear sky
427,Marzuq,YE,14.4,46.4667,65.14,66,4,4.03,clear sky
428,Yar-Sale,RU,66.8333,70.8333,2.64,93,18,10.0,few clouds
429,Dauphin,CA,51.1494,-100.0502,17.74,79,100,9.22,overcast clouds
430,Tabou,CI,4.423,-7.3528,77.13,88,85,5.7,overcast clouds
431,Chapais,CA,49.7834,-74.8492,31.78,95,100,10.36,snow
432,Port Macquarie,AU,-31.4333,152.9167,60.69,94,100,5.75,overcast clouds
433,Swansea,GB,51.6208,-3.9432,57.88,86,21,7.76,few clouds
434,Boffa,GN,10.1667,-14.0333,79.5,79,39,3.98,scattered clouds
435,Esperance,AU,-33.8667,121.9,55.0,73,94,20.38,overcast clouds
436,Caravelas,BR,-17.7125,-39.2481,77.9,76,94,8.41,overcast clouds
437,Wawa,NG,9.9022,4.4192,82.54,41,100,2.06,overcast clouds
438,Lompoc,US,34.6391,-120.4579,69.78,53,100,5.99,overcast clouds
439,Arys,KZ,42.4252,68.795,38.03,65,8,3.06,clear sky
440,Balkanabat,TM,39.5108,54.3671,52.66,39,86,6.08,overcast clouds
441,Ewa Beach,US,21.3156,-158.0072,80.44,54,21,8.01,few clouds
442,Quebo,GW,11.3333,-14.9333,77.18,42,100,1.23,overcast clouds
443,Rawson,AR,-43.3002,-65.1023,62.98,60,100,13.73,overcast clouds
444,Davenda,RU,53.5556,119.317,7.02,92,10,3.8,clear sky
445,Birin,NP,26.8865,88.0718,49.69,80,0,5.37,clear sky
446,Charleville-Mezieres,FR,49.7667,4.7167,45.77,91,100,3.67,overcast clouds
447,Ahipara,NZ,-35.1667,173.1667,64.02,79,22,8.48,few clouds
448,Valentin Gomez Farias,MX,28.2167,-106.5833,68.99,16,0,2.24,clear sky
449,Hofn,IS,64.2539,-15.2082,43.88,82,63,1.72,broken clouds
450,Hatfield,GB,51.7634,-0.2242,56.08,86,13,8.57,few clouds
451,Nizhnyaya Omka,RU,55.4338,74.9426,30.76,98,100,10.47,overcast clouds
452,Kobryn,BY,52.2138,24.3564,45.72,88,100,7.07,overcast clouds
453,Paracuru,BR,-3.41,-39.0306,80.11,70,98,13.2,overcast clouds
454,Kedgwick,CA,47.6446,-67.3434,41.16,91,100,5.1,overcast clouds
455,Porto Novo,BJ,6.4965,2.6036,79.48,80,83,6.42,broken clouds
456,Qui Nhon,VN,13.7667,109.2333,74.61,90,100,8.55,overcast clouds
457,Montepuez,MZ,-13.1256,38.9997,72.57,75,0,7.11,clear sky
458,Stornoway,GB,58.2093,-6.3865,51.76,90,20,13.8,few clouds
459,Grand Island,US,40.925,-98.342,34.09,46,0,14.97,clear sky
460,Egvekinot,RU,66.3167,-179.1667,-2.18,85,7,7.96,clear sky
461,Korla,CN,41.7597,86.1469,35.44,53,3,2.42,clear sky
462,Hoi An,VN,15.8794,108.335,75.16,86,100,7.14,overcast clouds
463,Mayo,US,38.8876,-76.5119,72.18,97,100,15.99,overcast clouds
464,Morehead,US,37.2711,-87.1764,66.99,50,82,14.38,broken clouds
465,Sioux Lookout,CA,50.1001,-91.917,21.27,86,100,13.8,mist
466,Koslan,RU,63.4564,48.8989,32.2,98,100,7.29,overcast clouds
467,Great Falls,US,47.5002,-111.3008,32.41,81,2,8.75,clear sky
468,Guerrero Negro,MX,27.9769,-114.0611,70.61,32,73,2.13,broken clouds
469,Nexo,DK,55.0607,15.1306,53.69,87,98,25.3,overcast clouds
470,Pilani,IN,28.3684,75.6041,69.17,41,0,4.65,clear sky
471,Rehoboth,NA,-23.3167,17.0833,67.57,21,0,15.41,clear sky
472,Keuruu,FI,62.2667,24.7,48.38,95,90,7.16,overcast clouds
473,Zyryanka,RU,65.75,150.85,-27.67,100,98,2.82,overcast clouds
474,Gat,IL,31.61,34.7642,70.39,71,0,6.42,clear sky
475,Santa Maria Da Boa Vista,BR,-8.8078,-39.8256,92.08,25,87,6.26,overcast clouds
476,Stokmarknes,NO,68.5646,14.9108,46.36,93,75,12.66,broken clouds
477,Morris,US,40.8334,-74.5329,64.56,91,100,4.0,moderate rain
478,Ngong,KE,-1.3618,36.6566,62.78,80,100,10.83,light rain
479,Buin,CL,-33.7333,-70.75,68.2,37,100,12.24,overcast clouds
480,Krasnoselkup,RU,65.7,82.4667,-10.14,94,64,7.31,broken clouds
481,Arroyo,ES,41.6096,-4.7969,57.61,78,75,5.75,broken clouds
482,Labuan,MY,5.2767,115.2417,80.87,81,100,5.79,overcast clouds
483,Kavaratti,IN,10.5669,72.642,82.15,59,100,2.77,overcast clouds
484,Christiana,ZA,-27.914,25.1611,65.8,76,80,11.88,broken clouds
485,Kokopo,PG,-4.352,152.2633,77.45,86,100,2.82,overcast clouds
486,Port Lincoln,AU,-34.7333,135.8667,61.32,89,100,18.43,moderate rain
487,Pasni,PK,25.2631,63.471,78.73,75,3,9.89,clear sky
488,Yekaterinovka,RU,52.0508,44.3451,39.25,90,100,12.91,overcast clouds
489,Ilave,PE,-16.0833,-69.6667,61.75,14,4,15.93,clear sky
490,Acari,PE,-15.4311,-74.6158,77.61,54,60,11.03,broken clouds
491,Namatanai,PG,-3.6667,152.4333,78.37,81,100,3.69,overcast clouds
492,Thaton,MM,16.9206,97.3714,70.95,79,74,3.42,broken clouds
493,Iqaluit,CA,63.7506,-68.5145,5.7,77,99,3.58,overcast clouds
494,Berlevag,NO,70.8578,29.0864,35.55,87,0,4.61,clear sky
495,Villa Alemana,CL,-33.0422,-71.3733,62.74,53,100,10.4,overcast clouds
496,Narragansett,US,41.4501,-71.4495,70.72,70,100,9.22,overcast clouds
497,Nemuro,JP,43.3236,145.575,46.08,63,81,13.62,broken clouds
498,Inverness,GB,57.4791,-4.224,55.31,81,20,17.27,few clouds
499,Aleksandrovka,UA,46.8383,32.7612,46.2,84,46,2.98,scattered clouds
500,Ancud,CL,-41.8697,-73.8203,53.53,90,100,3.0,overcast clouds
501,Carutapera,BR,-1.195,-46.02,81.43,78,40,7.07,scattered clouds
502,Mahanoro,MG,-19.9,48.8,69.53,87,0,2.98,clear sky
503,Ginir,ET,7.1333,40.7,57.15,83,78,3.74,broken clouds
504,Mandalgovi,MN,45.7625,106.2708,18.86,68,0,3.76,clear sky
505,Amberieu-En-Bugey,FR,45.9589,5.3432,53.58,69,100,3.38,overcast clouds
506,Mehamn,NO,71.0357,27.8492,35.51,93,40,2.3,light intensity drizzle rain
507,Ilhabela,BR,-23.7781,-45.3581,74.35,86,80,5.73,broken clouds
508,Buchanan,LR,5.8808,-10.0467,77.79,82,98,4.99,overcast clouds
509,Aquiraz,BR,-3.9014,-38.3911,82.49,69,58,11.43,broken clouds
510,Havelock,US,34.8791,-76.9013,71.98,91,75,14.97,broken clouds
511,Hamilton,US,39.1834,-84.5333,60.24,94,100,4.61,mist
512,Hvide Sande,DK,56.0045,8.1294,56.91,85,27,26.08,scattered clouds
513,Poya,NC,-21.35,165.15,73.67,78,90,6.93,overcast clouds
514,Nsanje,MW,-16.92,35.262,75.45,87,100,2.75,overcast clouds
515,Shalinskoye,RU,55.7228,93.7594,26.96,82,94,11.43,overcast clouds
516,Mae Sai,TH,20.4335,99.8762,61.45,77,65,2.24,broken clouds
517,Progreso,MX,21.2833,-89.6667,88.11,61,1,10.47,clear sky
518,Barcelos,PT,41.5388,-8.6151,60.94,70,0,6.2,clear sky
519,Salekhard,RU,66.53,66.6019,6.17,91,56,17.58,broken clouds
520,Cherskiy,RU,68.75,161.3,-27.35,100,59,2.24,broken clouds
521,Shimoni,KE,-4.6476,39.3817,78.12,85,100,5.64,light rain
522,Santiago Del Estero,AR,-27.7951,-64.2615,94.86,24,100,10.16,overcast clouds
523,Torquay,GB,50.4638,-3.5143,56.35,96,5,3.0,clear sky
524,Itarema,BR,-2.9248,-39.9167,81.43,69,99,17.58,overcast clouds
525,Nicoya,CR,10.1483,-85.452,79.7,82,90,4.92,light rain
526,Elmadag,TR,39.9208,33.2308,45.34,62,0,3.78,clear sky
527,Portland,US,45.5234,-122.6762,50.45,65,100,15.01,overcast clouds
528,Gorontalo,ID,0.5412,123.0595,74.86,95,97,3.71,overcast clouds
529,Roros,NO,62.5747,11.3842,39.45,99,90,9.22,overcast clouds
530,Ulladulla,AU,-35.35,150.4667,61.79,90,3,5.14,clear sky
531,Carlagan,PH,14.975,122.0456,80.62,83,55,11.59,broken clouds
532,Humaita,BR,-7.5061,-63.0208,89.94,53,100,5.21,moderate rain
533,Lampang,TH,18.3333,99.5,63.95,84,8,1.63,clear sky
534,Mitsamiouli,KM,-11.3847,43.2844,77.14,81,76,7.31,broken clouds
535,Bajil,YE,15.0584,43.2851,80.98,60,0,7.09,clear sky
536,Kaka,TM,37.3482,59.6143,46.45,42,4,5.99,clear sky
537,Rizhao,CN,35.4275,119.4553,62.91,99,99,7.0,overcast clouds
538,Uruzgan,AF,32.8333,66.0,48.42,54,6,1.19,clear sky
539,Vryburg,ZA,-26.9566,24.7284,64.72,81,100,14.74,overcast clouds
540,Bethanien,NA,-26.502,17.1583,63.79,46,0,14.25,clear sky
541,Huai Mek,TH,16.5898,103.2355,75.87,99,93,6.13,overcast clouds
542,Santa Clara,CU,22.4,-79.9667,80.26,83,75,3.44,light rain
543,Meiganga,CM,6.5167,14.3,73.94,52,92,2.77,overcast clouds
544,Huarmey,PE,-10.0681,-78.1522,69.55,72,32,12.15,scattered clouds
545,Kalanguy,RU,51.0167,116.5167,2.7,96,10,2.53,clear sky
546,Nizwa,OM,22.9333,57.5333,73.08,58,3,1.54,clear sky
547,Okha,RU,53.5739,142.9478,25.39,80,100,7.02,overcast clouds
548,Imeni Poliny Osipenko,RU,52.4201,136.4853,15.6,93,68,3.0,broken clouds
549,Tazovskiy,RU,67.4667,78.7,-10.53,97,8,8.21,clear sky
550,Bulgan,MN,48.8125,103.5347,16.92,57,65,3.15,broken clouds
551,Sakakah,SA,29.9697,40.2064,65.98,72,0,7.0,clear sky
552,Demyansk,RU,57.643,32.466,49.33,92,100,13.73,overcast clouds
553,Itagiba,BR,-14.2836,-39.8428,77.41,83,100,3.62,overcast clouds
554,Mitzic,GA,0.7821,11.549,68.76,97,97,1.28,moderate rain
555,Wolbrom,PL,50.3796,19.7583,48.27,75,100,8.81,overcast clouds
556,Oruro,BO,-17.9833,-67.15,65.82,4,30,12.01,scattered clouds
557,Channel-Port Aux Basques,CA,47.5702,-59.1367,42.84,66,100,9.71,overcast clouds
558,Fonte Boa,BR,-2.4959,-66.2662,81.84,76,99,2.89,overcast clouds
559,Altadena,US,34.1897,-118.1312,69.62,30,0,4.61,clear sky
560,Rosario,AR,-32.9468,-60.6393,93.94,29,0,3.44,clear sky
561,Agirish,RU,61.9247,63.0231,21.52,94,17,7.47,few clouds
562,Carndonagh,IE,55.25,-7.2667,51.42,94,55,5.7,broken clouds
563,Ongandjera,NA,-17.8833,15.0667,72.54,25,14,13.4,few clouds
564,Ngudu,TZ,-2.9667,33.3333,66.42,83,95,3.22,light rain
565,Nyrob,RU,60.733,56.7202,31.14,99,100,1.59,light snow
566,Abay,KZ,49.6311,72.8539,21.58,89,100,15.61,overcast clouds
567,Udachnyy,RU,66.4167,112.4,1.35,97,100,7.85,overcast clouds
568,Surt,LY,31.2089,16.5887,69.17,66,4,7.67,clear sky
569,Pingliang,CN,35.5392,106.6861,37.08,70,97,11.07,light rain
570,Siddipet,IN,18.1,78.85,65.57,65,100,5.86,overcast clouds
571,Hopelchen,MX,19.7667,-89.85,94.82,26,0,1.45,clear sky
572,Puerto Cabezas,NI,14.0351,-83.3888,84.38,68,33,7.96,scattered clouds
573,Puerto El Triunfo,SV,13.2833,-88.55,82.31,74,91,7.94,overcast clouds
574,Trinidad,BO,-14.8333,-64.9,93.15,41,100,6.4,overcast clouds
575,Neubrandenburg,DE,53.5667,13.2667,47.93,76,88,9.66,overcast clouds
576,Saint-Joseph,RE,-21.3667,55.6167,70.18,84,34,9.15,scattered clouds
577,Sawtell,AU,-30.3833,153.1,64.42,82,41,6.91,scattered clouds
578,Umm Bab,QA,25.2142,50.8072,80.04,58,6,6.4,clear sky
579,Puerto Carreno,CO,6.189,-67.4859,87.62,62,89,4.85,overcast clouds
580,Bargur,IN,12.5424,78.3539,69.51,94,100,7.14,heavy intensity rain
581,Cacu,BR,-18.5567,-51.1308,69.76,91,100,12.26,overcast clouds
582,Yagodnoye,RU,62.55,149.6667,-27.2,99,75,4.32,broken clouds
583,Lethem,GY,3.3803,-59.7968,81.5,74,100,5.26,overcast clouds
584,Yatou,CN,37.15,122.3833,61.52,96,100,14.58,overcast clouds
585,Yenagoa,NG,4.9247,6.2642,76.78,91,100,4.16,overcast clouds
586,Lagoa,PT,39.05,-27.9833,61.56,64,1,14.61,clear sky
587,Smithers,CA,54.7804,-127.1743,30.24,84,97,0.74,overcast clouds
588,Kendari,ID,-3.945,122.4989,76.01,94,93,2.66,overcast clouds
589,Portobelo,PA,9.55,-79.65,84.11,81,88,2.84,moderate rain
590,Jawhar,SO,2.7809,45.5005,76.41,84,62,10.42,broken clouds
591,Biankouma,CI,7.7391,-7.6138,74.89,68,100,3.22,overcast clouds
592,Luganville,VU,-15.5333,167.1667,77.95,89,100,5.99,overcast clouds
593,Te Anau,NZ,-45.4167,167.7167,54.3,77,100,0.69,overcast clouds
594,Adrar,MR,20.5022,-10.0711,77.41,10,100,9.46,overcast clouds
595,Akdepe,TM,42.0551,59.3788,36.77,58,29,7.47,scattered clouds
596,Aswan,EG,24.0934,32.907,70.74,30,0,11.16,clear sky
597,Casma,CL,-41.0082,-73.1244,57.24,99,100,3.04,light rain
598,Tagusao,PH,9.1924,117.8141,79.16,85,62,4.94,broken clouds
599,Wairoa,NZ,-39.0333,177.3667,64.54,99,100,3.62,overcast clouds
600,Kudahuvadhoo,MV,2.6708,72.8944,80.76,80,100,17.2,overcast clouds
601,Atar,MR,20.5169,-13.0499,80.33,12,100,4.88,overcast clouds
602,Mackenzie,CA,55.2999,-123.1698,23.22,86,100,4.61,light snow
603,Bireun,ID,5.203,96.7009,74.39,94,100,2.89,overcast clouds
604,Maiduguri,NG,11.8464,13.1603,77.49,25,100,8.9,overcast clouds
605,Vidim,RU,56.4088,103.1106,24.53,96,98,6.76,light snow
606,Arlit,NE,18.7369,7.3853,79.7,13,0,9.86,clear sky
607,Geraldton,AU,-28.7667,114.6,50.41,76,1,6.91,clear sky
608,Homer,US,59.6425,-151.5483,37.8,90,100,17.27,light rain and snow
609,San Rafael,AR,-34.6177,-68.3301,65.16,58,96,12.17,overcast clouds
610,Port Blair,IN,11.6667,92.75,77.04,94,40,0.0,mist
611,Rajakhera,IN,26.8961,78.1714,67.82,43,0,5.73,clear sky
612,Shimoda,JP,34.6667,138.95,61.11,83,31,10.92,scattered clouds
613,Tortoli,IT,39.9256,9.6572,63.72,85,43,5.01,scattered clouds
614,Barahona,DO,18.2085,-71.1008,87.62,74,40,13.8,scattered clouds
615,Springbok,ZA,-29.6643,17.8865,51.76,73,0,5.7,clear sky
616,Caraballeda,VE,10.6112,-66.8522,84.36,75,100,2.66,overcast clouds
617,Sterling,US,39.0062,-77.4286,71.6,92,100,11.5,overcast clouds
618,Tomatlan,MX,19.9333,-105.25,86.18,51,5,5.97,clear sky
619,Yantzaza,EC,-3.8278,-78.7594,76.8,87,100,0.58,moderate rain
620,Gore,NZ,-46.1028,168.9436,52.52,76,100,2.53,overcast clouds
621,Tananger,NO,58.9333,5.6,57.29,88,75,18.41,broken clouds
622,Argir,FO,61.9959,-6.7715,50.97,87,28,26.98,scattered clouds
623,Grootfontein,NA,-19.5667,18.1167,71.58,56,99,3.36,overcast clouds
624,Corvallis,US,44.5646,-123.262,47.75,83,100,6.91,overcast clouds
625,Kortkeros,RU,61.8106,51.5806,39.2,100,100,3.13,overcast clouds
626,Ada,US,43.4166,-116.1262,35.22,68,0,8.99,clear sky
627,Cabedelo,BR,-6.9811,-34.8339,80.29,70,11,9.66,few clouds
628,Kaduna,NG,10.5222,7.4383,76.06,33,8,4.63,clear sky
629,Belmonte,BR,-15.8631,-38.8828,78.39,75,89,8.55,overcast clouds
630,Pringsewu,ID,-5.3582,104.9744,73.81,92,100,3.29,overcast clouds
631,Deputatskiy,RU,69.3,139.9,-15.81,98,95,2.98,overcast clouds
632,Khuzdar,PK,27.7384,66.6434,62.06,38,69,5.59,broken clouds
633,Argentan,FR,48.75,-0.0167,47.79,90,12,7.09,few clouds
634,Santa Cruz,BO,-17.8,-63.1667,93.99,34,59,17.11,broken clouds
635,Flin Flon,CA,54.7682,-101.865,12.04,79,100,6.91,light snow
636,Sayyan,YE,15.1718,44.3244,52.59,30,0,4.65,clear sky
637,Usinsk,RU,65.9939,57.5281,4.15,97,36,7.56,scattered clouds
638,Dicabisagan,PH,17.0818,122.4157,77.9,90,4,4.54,clear sky
639,Zhangye,CN,38.9342,100.4517,32.61,60,10,6.13,clear sky
640,Minsk,BY,53.9,27.5667,46.15,94,100,11.9,overcast clouds
641,Sarahan,IN,31.5167,77.8,40.84,37,0,6.62,clear sky
642,Rundu,NA,-17.9333,19.7667,72.81,67,99,9.91,light rain
643,Syracuse,IT,37.0881,15.2792,61.97,71,67,6.64,broken clouds
644,Pacific Grove,US,36.6177,-121.9166,60.55,58,0,11.01,clear sky
645,Staunton,US,38.1496,-79.0717,68.09,76,100,8.05,overcast clouds
646,Eslamshahr,IR,35.5605,51.2346,53.04,50,20,6.91,few clouds
647,Unity,CA,52.4501,-109.1682,8.26,94,39,3.33,scattered clouds
648,Matara,LK,5.9485,80.5353,76.59,88,96,9.55,overcast clouds
649,Richards Bay,ZA,-28.783,32.0377,72.46,80,100,14.88,overcast clouds
650,Meridian,US,43.6121,-116.3915,37.26,69,0,10.36,clear sky
651,Namibe,AO,-15.1961,12.1522,66.31,76,82,11.7,broken clouds
652,Tucurui,BR,-3.7661,-49.6725,92.62,41,100,3.51,overcast clouds
653,Parnarama,BR,-5.6817,-43.0933,90.34,44,64,2.89,broken clouds
654,Hualmay,PE,-11.0964,-77.6139,68.99,72,29,10.98,scattered clouds
655,Talara,PE,-4.5772,-81.2719,72.36,64,0,16.11,clear sky
656,Necochea,AR,-38.5473,-58.7368,65.71,64,83,17.13,broken clouds
657,Peniche,PT,39.3558,-9.3811,62.46,86,0,9.13,clear sky
658,Colares,PT,38.7992,-9.4469,65.39,75,0,5.01,clear sky
659,Sao Lourenco,BR,-22.1164,-45.0544,81.5,57,62,3.22,broken clouds
